Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ARNALDO ARSENIO DE AZEVEDO,24065676,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CANDIDO MARTINS DOS SANTOS, ROSA DOS VENTOS. 59155-360 Parnamirim - RN.",(84) 36446417,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.921393333,-35.27887333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ADRIAO MELO,24065803,RN,Campo Grande,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCO BEZERRA, ALTO DA CAPELA. 59680-000 Campo Grande - RN.",(84) 996221657,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.8605733,-37.3077583
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA DE LOURDES CAMARA SOUTO,24065943,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA IPANEMA, LAGOA AZUL. 59136-050 Natal - RN.",(84) 32327223,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.723784,-35.25198
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PRESIDENTE KENNEDY,24065951,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JAGUARARI, 2100 LAGOA NOVA. 59062-500 Natal - RN.",(84) 32326247,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.8182144,-35.2183686
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PADRE MONTE,24065960,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"TEOTONIO FREIRE, RIBEIRA. 59012-110 Natal - RN.",(84) 32326627,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.7777959,-35.1991305
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL HEGESIPPO REIS,24066001,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CLAUDIONOR FIGUEIREDO, 405 NOVA DESCOBERTA. 59075-260 Natal - RN.",(84) 32322398,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.82745,-35.2026
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PADRE SINVAL LAURENTINO DE MEDEIROS,24066168,RN,Tenente Laurentino Cruz,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA MANOEL NASCIMENTO, SN CENTRO. 59338-000 Tenente Laurentino Cruz - RN.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-6.1493469,-36.7163935
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR OTTO DE BRITO GUERRA,24066389,RN,Ceará-Mirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MACAIBA, NOVOS TEMPOS. 59570-000 Ceará-Mirim - RN.",(84) 32745985,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.63727237,-35.43011984
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA JOSELIA DE SOUZA SILVA,24066613,RN,Porto do Mangue,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE ALVES MAIA, 11 CENTRO. 59668-000 Porto do Mangue - RN.",(84) 35260236,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.0652949,-36.7836968
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CAIC ESCOLA ESTADUAL JERONIMO VINGT ROSADO MAIA,24066788,RN,Mossoró,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCO PORFIRIO, ABOLICAO IV. 59614-130 Mossoró - RN.",(84) 33155612,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.158341,-37.36151
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DE TEMPO INTEGRAL PAULO ABILIO,24067695,RN,Umarizal,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA GAVIAO, 101 CENTRO. 59865-000 Umarizal - RN.",(84) 33972599,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.9878871,-37.8131359
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ANA MARIA VIEIRA LIBERATO,24068039,RN,Campo Grande,Urbana,A escola não está em área de localização diferenciada,Pública,"R FRANCISCO ANANIAS DANTAS DE BRITO, ALTO DA ESPERANCA. 59680-000 Campo Grande - RN.",(84) 33623231,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.857343045,-37.31401549
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PREF JOSE DO CARMO DOS SANTOS,24068586,RN,Santo Antônio,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAV PADRE ANDRADE, S/N SAO DOMINGOS. 59255-000 Santo Antônio - RN.",(84) 991208406,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-6.310371,-35.48467
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL NOSSA SENHORA DAS GRACAS,24068861,RN,Mossoró,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NS DO ROSARIO, 1673 SANTA DELMIRA II. 59614-810 Mossoró - RN.",(84) 33155649,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.1523038,-37.3579026
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA CRISAN SIMINEA,24069620,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DAS CRENDICES, LAGOA AZUL. 59135-070 Natal - RN.",(84) 32326975,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.735598,-35.25733
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL NOSSA SENHORA DE FATIMA,24069736,RN,Mossoró,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL AIRES DE LIMA, 223 AEROPORTO. 59607-003 Mossoró - RN.",(84) 33155648,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.1863276,-37.3688049
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL STOESSEL DE BRITO,24069744,RN,Maxaranguape,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ELIZABETE, CENTRO. 59580-000 Maxaranguape - RN.",(84) 32612232,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.519443333,-35.25712167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SERVULO PEREIRA DE ARAUJO,24070211,RN,Bodó,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRO MACEDO, 31 CENTRO. 59528-000 Bodó - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-5.9876143,-36.4103854
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL GILNEY DE SOUZA,24070297,RN,São Miguel,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSORA JOSEFA AUZENIR DO REGO ARAUJO, 48 CENTRO. 59920-000 São Miguel - RN.",(84) 981187323,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-6.20568856,-38.4967397
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ARQUITETA ELIZABETH FATIMA ARAUJO GUILHERMINO,24070432,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS COROAS, 1212 LAGOA AZUL. 59138-140 Natal - RN.",(84) 32326978,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-5.737018,-35.26598
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ANTONIO FRANCISCO,24070580,RN,Felipe Guerra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO BATISTA GURGEL, 102 CIDADE ALTA. 59795-000 Felipe Guerra - RN.",(84) 996863381,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-5.60058,-37.6930226
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,E E PROFª Mª ZENILDA GAMA TORRESENS MEDIO EM TEMPO INTEGRAL E EDU PROFISSIONAL TEC DE NIVEL MEDIO,24071595,RN,Apodi,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, 0 IPE. 59700-000 Apodi - RN.",(84) 991790829,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-5.6452165,-37.8021081
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA ANA JULIA DE CARVALHO MOUSINHO,24071641,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ESTRELA DO LESTE, 413 NOSSA SENHORA DA APRESENTACAO. 59114-830 Natal - RN.",(84) 32326973,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.7629468,-35.281274
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JERONIMO VINGT ROSADO MAIA,24071811,RN,Mossoró,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LARGO DO CONJUNTO VINGT ROSADO, S/N COSTA E SILVA. 59614-130 Mossoró - RN.",(84) 33155637,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.2056542,-37.2977426
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ALFA VILLE,24071870,RN,Mossoró,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARECHAL FLORIANO, 475 PAREDOES. 59618-080 Mossoró - RN.",(84) 33155618,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.185764,-37.33419
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR EDGAR BARBOSA,24072028,RN,Ceará-Mirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AMPARO, LUIS LOPES VARELA. 59570-000 Ceará-Mirim - RN.",(84) 32743199,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-5.65112143,-35.41707217
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOSE VIEIRA,24072060,RN,São Gonçalo do Amarante,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NOVA ARUEIRA, 19 NOVO AMARANTE. 59296-379 São Gonçalo do Amarante - RN.",(84) 32326297,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.76882,-35.27606
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE OLIMPIA TEIXEIRA,24072184,RN,São Miguel do Gostoso,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LIRIOS DO MAR, 129 CENTRO. 59585-000 São Miguel do Gostoso - RN.",(84) 32634205,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-5.125145162,-35.63454394
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA CLAUDECI PINHEIRO TORRES,24073350,RN,São Rafael,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRESIDENTE CAFE FILHO, CENTRO. 59518-000 São Rafael - RN.",(84) 33362261,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.804776484,-36.88904244
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR LEOMAR BATISTA DE ARAUJO,24073687,RN,Serra Negra do Norte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CORONEL CLEMENTINO, 727 CENTRO. 59318-000 Serra Negra do Norte - RN.",(84) 34262446,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-6.66949977,-37.39763384
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MARILUZA A FLORENTINO,24073695,RN,Macaíba,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTO ANTONIO, CENTRO. 59288-253 Macaíba - RN.",(84) 32716840,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.844483,-35.34926
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL FRANCISCA CASTRO GOMES ANDRADE,24073709,RN,Macaíba,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PROFESSORA FRANCISCA DE CASTRO GOMES DE ANDRADE, S/N FERREIRO TORTO. 59285-123 Macaíba - RN.",(84) 994573239,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR PAULO FREIRE,24073857,RN,Baía Formosa,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE SEVERINO MARQUES, 1 CENTRO. 59194-000 Baía Formosa - RN.",(84) 32442359,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-6.3740167,-35.0036317
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA NALVA XAVIER DE ALBUQUERQUE,24074381,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HISTORIADOR CAPISTRANO DE ABREU, 75 PAJUCARA. 59131-240 Natal - RN.",(84) 32327224,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.7273209,-35.2457134
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL EDMUNDO NEVES DO NASCIMENTO,24077070,RN,Lagoa Salgada,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOAO, CENTRO. 59247-000 Lagoa Salgada - RN.",(84) 32570305,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CLARA CAMARAO,24077798,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAMAR MACIEL, 37 FELIPE CAMARAO. 59074-150 Natal - RN.",(84) 32322266,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.822586,-35.2611693
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE EDUCACAO PROFISSIONAL E AMBIENTAL ESCOLA DAS DUNAS,24077879,RN,Extremoz,Rural,A escola não está em área de localização diferenciada,Pública,"RUA ZEFERINA LOPES, 18 PRAIA PITANGUI. 59575-000 Extremoz - RN.",(84) 32263362,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.6322,-35.2193
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SENADOR DINARTE DE MEDEIROS MARIZ,24079081,RN,Tibau,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO TUBARAO, CENTRO. 59678-000 Tibau - RN.",(84) 94213138,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-4.8379665,-37.2528779
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOAO SOARES DE SOUZA,24079162,RN,Venha-Ver,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA MIN ALUISIO ALVES, CENTRO. 59925-000 Venha-Ver - RN.",(84) 981847832,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-6.3195043,-38.4911846
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL FRANCISCO ANTONIO DE MOURA,24079170,RN,Pilões,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO FERNANDES DE SOUZA, 36 CENTRO. 59960-000 Pilões - RN.",(84) 33840134,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.265776667,-38.04238667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA ENSINO MEDIO EM TEMPO INTEGRAL,24079979,RN,Touros,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRAIA DE MARACAJAU, CONJUNTO ESQUINA DO BRSIL. 59584-000 Touros - RN.",(84) 994187220,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.189572033,-35.47433116
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL HENRIQUE EUFRASIO DE SANTANA,24079987,RN,Pureza,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 31 DE MARCO, CENTRO. 59582-000 Pureza - RN.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.4641825,-35.5535916
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOM NIVALDO MONTE,24080470,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RIO LARGO PARQUE DAS ORQUIDEAS, 107 EMAUS. 59148-683 Parnamirim - RN.",(84) 36446416,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-5.881105866,-35.23848209
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL VALDEMIRO PEDRO VIANA,24080578,RN,Apodi,Rural,A escola não está em área de localização diferenciada,Pública,"SITIO SANTA ROSA, ZONA RURAL. 59700-000 Apodi - RN.",(84) 991373820,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-5.72328,-37.7550629
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL VEREADOR JOSE MOACIR DE OLIVEIRA,24080748,RN,São Gonçalo do Amarante,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA SOARES VELOSO, 280 SANTA TEREZINHA. 59290-740 São Gonçalo do Amarante - RN.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-5.782976,-35.3289
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL GOVERNADOR LAVOISIER MAIA SOBRINHO,24080829,RN,Rio do Fogo,Urbana,A escola não está em área de localização diferenciada,Pública,"LARGO SAO PEDRO, CENTRO. 59578-000 Rio do Fogo - RN.",(84) 36380990,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.27422322,-35.38475099
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA RODRIGUES GONCALVES,24082252,RN,Alto do Rodrigues,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCO RODRIGUES, 309 CENTRO. 59507-000 Alto do Rodrigues - RN.",(84) 999522094,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.29018395,-36.76224615
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,CENTRO REG EDUC ESP GEOVANIA ANDRADE DE MORAIS,24082716,RN,Apodi,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO LOPES FILHO, 139 CENTRO. 59700-000 Apodi - RN.",(84) 994596208,Estadual,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atendimento Educacional Especializado,-5.664782,-37.79697
